dept,division,code,name,last_name,first_name,term,year,item1,item2,item3,item4,item5,item6,enthusiasm,workload,recommend,invited,respondents,course
CHM,ARTSC,CHM135H1,Chemistry: Physical Properties,Walker,Gilbert,Winter,2018,3.4,3.5,3.4,3.3,3.3,3.0,3.4,3.8,3.0,319.0,173,Chemistry: Physical Properties CHM135H1-S-LEC0101
CHM,ARTSC,CHM135H1,Chemistry: Physical Properties,Wilson,Mark,Winter,2018,3.4,3.5,3.3,3.3,3.3,3.0,3.5,3.8,3.0,319.0,173,Chemistry: Physical Properties CHM135H1-S-LEC0101
CHM,ARTSC,CHM135H1,Chemistry: Physical Properties,Mirkovic,Tihana,Winter,2018,3.4,3.6,3.7,3.5,3.3,3.1,3.6,3.7,3.2,277.0,131,Chemistry: Physical Properties CHM135H1-S-LEC0201
CHM,ARTSC,CHM135H1,Chemistry: Physical Properties,Walker,Gilbert,Winter,2018,3.4,3.6,3.6,3.5,3.3,3.1,3.6,3.7,3.2,277.0,131,Chemistry: Physical Properties CHM135H1-S-LEC0201
CHM,ARTSC,CHM135H1,Chemistry: Physical Properties,Wilson,Mark,Winter,2018,3.4,3.6,3.7,3.5,3.3,3.1,3.8,3.7,3.2,277.0,131,Chemistry: Physical Properties CHM135H1-S-LEC0201
CHM,ARTSC,CHM135H1,Chemistry: Physical Properties,Mirkovic,Tihana,Winter,2018,3.4,3.6,3.7,3.5,3.5,3.1,3.6,3.8,3.0,73.0,36,Chemistry: Physical Properties CHM135H1-S-LEC5101
CHM,ARTSC,CHM136H1,Intro Organic Chemistry I,Browning,Clive,Winter,2018,4.0,4.1,4.1,3.4,3.2,3.2,4.2,3.9,3.0,356.0,222,Intro Organic Chemistry I CHM136H1-S-LEC0101
CHM,ARTSC,CHM136H1,Intro Organic Chemistry I,Winnik,Mitchell,Winter,2018,4.0,4.1,4.0,3.4,3.2,3.2,4.1,3.9,3.0,356.0,222,Intro Organic Chemistry I CHM136H1-S-LEC0101
CHM,ARTSC,CHM136H1,Intro Organic Chemistry I,Browning,Clive,Winter,2018,3.8,4.0,4.1,3.3,3.1,3.1,4.2,4.0,3.1,427.0,248,Intro Organic Chemistry I CHM136H1-S-LEC0201
CHM,ARTSC,CHM136H1,Intro Organic Chemistry I,Winnik,Mitchell,Winter,2018,3.8,4.0,3.8,3.3,3.1,3.1,4.1,4.0,3.1,427.0,248,Intro Organic Chemistry I CHM136H1-S-LEC0201
CHM,ARTSC,CHM151Y1,Chemistry: Molec Sci CHM151Y1 -,Dhirani,Al-Amin,Winter,2018,4.1,4.2,3.6,3.8,3.8,3.8,3.6,3.6,4.0,94.0,60,Chemistry: Molec Sci CHM151Y1-Y-LEC0101
CHM,ARTSC,CHM151Y1,Chemistry: Molec Sci CHM151Y1 -,Stephan,Douglas,Winter,2018,4.1,4.2,3.8,3.8,3.8,3.8,3.7,3.6,4.0,94.0,60,Chemistry: Molec Sci CHM151Y1-Y-LEC0101
CHM,ARTSC,CHM209H1,Chem of Molecular Gastronomy,Zamble,Deborah,Winter,2018,4.1,4.4,4.8,4.3,4.2,4.7,4.7,2.2,4.6,23.0,9,Chem of Molecular Gastronomy CHM209H1-S-LEC0101
CHM,ARTSC,CHM223H1,Phys Chem Molec Viewpoint,Segal,Dvira,Winter,2018,3.7,3.8,3.9,3.6,3.6,3.3,3.9,3.3,3.3,76.0,27,Phys Chem Molec Viewpoint CHM223H1-S-LEC0101
CHM,ARTSC,CHM238Y1,Intro Inorg Chem,Ozin,Geoffrey,Winter,2018,3.6,3.6,3.6,3.3,3.4,3.1,3.7,3.5,3.0,65.0,32,Intro Inorg Chem CHM238Y1-Y-LEC0101
CHM,ARTSC,CHM238Y1,Intro Inorg Chem,Song,Datong,Winter,2018,3.6,3.6,4.0,3.3,3.4,3.1,3.9,3.5,3.0,65.0,32,Intro Inorg Chem CHM238Y1-Y-LEC0101
CHM,ARTSC,CHM247H1,Intro Organic Chem II CHM247H1 -,Dicks,Andrew,Winter,2018,4.3,4.5,4.5,4.0,3.9,4.0,4.5,4.2,3.5,234.0,94,Intro Organic Chem II CHM247H1-S-LEC0101
CHM,ARTSC,CHM247H1,Intro Organic Chem II CHM247H1 -,Morra,Barbora,Winter,2018,4.3,4.5,4.7,4.0,3.9,4.0,4.7,4.2,3.5,234.0,94,Intro Organic Chem II CHM247H1-S-LEC0101
CHM,ARTSC,CHM247H1,Intro Organic Chem II CHM247H1 -,Dicks,Andrew,Winter,2018,4.2,4.3,4.7,4.1,4.0,3.9,4.7,4.1,3.7,93.0,43,Intro Organic Chem II CHM247H1-S-LEC0201
CHM,ARTSC,CHM247H1,Intro Organic Chem II CHM247H1 -,Morra,Barbora,Winter,2018,4.2,4.3,4.7,4.1,4.0,3.9,4.7,4.1,3.7,93.0,43,Intro Organic Chem II CHM247H1-S-LEC0201
CHM,ARTSC,CHM249H1,Organic Chemistry,Yudin,Andrei,Winter,2018,4.2,4.3,4.1,3.9,3.9,3.9,4.1,3.5,4.0,56.0,26,Organic Chemistry CHM249H1-S-LEC0101
CHM,ARTSC,CHM310H1,Envir Chemistry,D'eon,Jessica,Winter,2018,3.6,3.9,4.2,3.9,3.6,3.5,4.3,3.5,3.5,65.0,54,Envir Chemistry CHM310H1-S-LEC0101
CHM,ARTSC,CHM317H1,Intro Instr Analysis,Wheeler,Aaron,Winter,2018,4.1,4.5,4.6,4.4,4.3,4.3,4.7,4.2,4.0,44.0,20,Intro Instr Analysis CHM317H1-S-LEC0101
CHM,ARTSC,CHM325H1,Materials Chem,Kumacheva,Eugenia,Winter,2018,4.5,4.5,4.3,3.9,3.9,3.8,4.2,2.9,3.9,40.0,12,Materials Chem CHM325H1-S-LEC5101
CHM,ARTSC,CHM325H1,Materials Chem,Ozin,Geoffrey,Winter,2018,4.5,4.5,4.1,3.9,3.9,3.8,4.6,2.9,3.9,40.0,12,Materials Chem CHM325H1-S-LEC5101
CHM,ARTSC,CHM328H1,Modern Physical Chem,Schofield,Jeremy,Winter,2018,4.2,4.1,4.4,4.0,3.6,3.7,4.4,3.5,3.6,22.0,11,Modern Physical Chem CHM328H1-S-LEC0101
CHM,ARTSC,CHM343H1,Organic Laboratory,Rousseaux,Sophie,Winter,2018,4.0,3.9,4.2,3.7,3.7,3.6,4.0,4.1,3.9,36.0,26,Organic Laboratory CHM343H1-S-LEC0101
CHM,ARTSC,CHM379H1,Biomolec Chem,Woolley,G,Winter,2018,4.5,4.6,4.8,4.2,4.6,4.5,4.4,3.0,4.6,20.0,14,Biomolec Chem CHM379H1-S-LEC0101
CHM,ARTSC,CHM415H1,Atmospheric Chem,Murphy,Jennifer,Winter,2018,4.7,4.8,4.7,4.6,4.6,4.6,4.9,3.4,4.5,21.0,11,Atmospheric Chem CHM415H1-S-LEC0101
CHM,ARTSC,CHM437H1,Bio Inorganic Chem,Morris,Robert,Winter,2018,4.3,4.7,4.2,4.6,4.3,3.8,4.0,2.4,3.8,14.0,9,Bio Inorganic Chem CHM437H1-S-LEC0101
CHM,ARTSC,CHM446H1,Org Mat Chem,Seferos,Dwight,Winter,2018,4.1,3.4,3.3,3.0,2.6,3.1,3.3,2.9,2.6,21.0,7,Org Mat Chem CHM446H1-S-LEC0101
CHM,ARTSC,CHM479H1,Biol Chem,Zamble,Deborah,Winter,2018,4.8,4.9,4.6,4.6,4.5,4.0,4.7,3.5,3.9,8.0,8,Biol Chem CHM479H1-S-LEC0101
CHM,ARTSC,JSC301H1,Science Education,Stone,David,Winter,2018,3.1,3.5,3.1,3.0,3.3,2.6,3.0,3.0,2.8,16.0,8,Science Education JSC301H1-S-LEC0101
CHM,ARTSC,CHM135H1,Chemistry: Physical Properties,D'eon,Jessica,Fall,2016,3.4,3.5,4.0,3.6,3.5,3.0,4.2,3.9,3.1,361.0,226,Chemistry: Physical Properties CHM135H1-F-LEC0101
CHM,ARTSC,CHM135H1,Chemistry: Physical Properties,Kumacheva,Eugenia,Fall,2016,3.4,3.5,3.3,3.6,3.5,3.0,3.2,3.9,3.1,361.0,226,Chemistry: Physical Properties CHM135H1-F-LEC0101
CHM,ARTSC,CHM135H1,Chemistry: Physical Properties,Schofield,Jeremy,Fall,2016,3.4,3.5,3.0,3.6,3.5,3.0,3.1,3.9,3.1,361.0,226,Chemistry: Physical Properties CHM135H1-F-LEC0101
CHM,ARTSC,CHM135H1,Chemistry: Physical Properties,D'eon,Jessica,Fall,2016,3.5,3.6,4.2,3.6,3.6,3.1,4.3,4.0,3.3,424.0,241,Chemistry: Physical Properties CHM135H1-F-LEC0201
CHM,ARTSC,CHM135H1,Chemistry: Physical Properties,Kumacheva,Eugenia,Fall,2016,3.5,3.6,3.5,3.6,3.6,3.1,3.3,4.0,3.3,424.0,241,Chemistry: Physical Properties CHM135H1-F-LEC0201
CHM,ARTSC,CHM135H1,Chemistry: Physical Properties,Schofield,Jeremy,Fall,2016,3.5,3.6,3.1,3.6,3.6,3.1,3.2,4.0,3.3,424.0,241,Chemistry: Physical Properties CHM135H1-F-LEC0201
CHM,ARTSC,CHM136H1,Intro Organic Chemistry I,Chin,Jik,Fall,2016,4.0,4.2,3.2,3.8,3.7,3.6,3.2,3.9,3.4,357.0,295,Intro Organic Chemistry I CHM136H1-F-LEC0101
CHM,ARTSC,CHM136H1,Intro Organic Chemistry I,Dicks,Andrew,Fall,2016,4.0,4.2,4.4,3.8,3.7,3.6,4.5,3.9,3.4,357.0,295,Intro Organic Chemistry I CHM136H1-F-LEC0101
CHM,ARTSC,CHM136H1,Intro Organic Chemistry I,Nitz,Mark,Fall,2016,4.1,4.2,4.2,3.8,3.8,3.6,3.9,3.9,3.5,357.0,202,Intro Organic Chemistry I CHM136H1-F-LEC0101
CHM,ARTSC,CHM136H1,Intro Organic Chemistry I,Chin,Jik,Fall,2016,4.0,4.0,3.0,3.6,3.6,3.4,3.0,4.0,3.3,308.0,216,Intro Organic Chemistry I CHM136H1-F-LEC0201
CHM,ARTSC,CHM136H1,Intro Organic Chemistry I,Dicks,Andrew,Fall,2016,4.0,4.0,4.5,3.6,3.6,3.4,4.5,4.0,3.3,308.0,216,Intro Organic Chemistry I CHM136H1-F-LEC0201
CHM,ARTSC,CHM136H1,Intro Organic Chemistry I,Nitz,Mark,Fall,2016,4.1,4.1,4.1,3.7,3.7,3.4,4.0,4.0,3.4,308.0,150,Intro Organic Chemistry I CHM136H1-F-LEC0201
CHM,ARTSC,CHM136H1,Intro Organic Chemistry I,Browning,Clive,Fall,2016,4.0,4.2,4.0,3.6,3.6,3.5,4.1,3.8,3.5,107.0,76,Intro Organic Chemistry I CHM136H1-F-LEC5101
CHM,ARTSC,CHM136H1,Intro Organic Chemistry I,Dicks,Andrew,Fall,2016,4.0,4.2,4.5,3.6,3.6,3.5,4.4,3.8,3.5,107.0,76,Intro Organic Chemistry I CHM136H1-F-LEC5101
CHM,ARTSC,CHM136H1,Intro Organic Chemistry I,Winnik,Mitchell,Fall,2016,4.0,4.2,4.0,3.6,3.6,3.5,4.0,3.8,3.5,107.0,76,Intro Organic Chemistry I CHM136H1-F-LEC5101
CHM,ARTSC,CHM151Y1,Chemistry: Molec Sci CHM151Y1 -,Lautens,Mark,Fall,2016,4.3,4.4,4.6,4.1,4.1,4.1,4.6,3.7,4.1,116.0,56,Chemistry: Molec Sci CHM151Y1-Y-LEC0101
CHM,ARTSC,CHM210H1,Chem Enviro Change CHM210H1 -,Murphy,Jennifer,Fall,2016,3.7,3.9,4.2,3.9,3.9,3.6,4.3,3.3,3.7,58.0,36,Chem Enviro Change CHM210H1-F-LEC0101
CHM,ARTSC,CHM217H1,Intro Analytic Chem CHM217H1 -,Tevlin,Alexandra,Fall,2016,3.4,3.6,3.9,3.5,3.6,3.1,3.7,4.3,3.1,86.0,47,Intro Analytic Chem CHM217H1-F-LEC0101
CHM,ARTSC,CHM220H1,Phys Chem Life Sci CHM220H1 -,Kapral,Raymond,Fall,2016,3.4,3.4,4.3,3.2,3.1,2.8,4.3,3.8,2.3,202.0,78,Phys Chem Life Sci CHM220H1-F-LEC0101
CHM,ARTSC,CHM220H1,Phys Chem Life Sci CHM220H1 -,Walker,Gilbert,Fall,2016,3.4,3.4,2.9,3.2,3.1,2.8,3.2,3.8,2.3,202.0,78,Phys Chem Life Sci CHM220H1-F-LEC0101
CHM,ARTSC,CHM222H1,Intro Phys Chem,Kapral,Raymond,Fall,2016,4.1,3.8,4.1,3.5,3.1,3.5,4.3,3.1,3.5,55.0,29,Intro Phys Chem CHM222H1-F-LEC0101
CHM,ARTSC,CHM238Y1,Intro Inorg Chem,McIntosh,Douglas,Fall,2016,3.7,3.9,2.8,3.4,3.4,3.0,3.2,3.6,3.3,76.0,30,Intro Inorg Chem CHM238Y1-Y-LEC0101
CHM,ARTSC,CHM247H1,Intro Organic Chem II CHM247H1 -,Chisu,Cecilia,Fall,2016,3.9,4.2,2.9,4.0,4.0,3.8,3.1,3.8,3.2,67.0,33,Intro Organic Chem II CHM247H1-F-LEC5101
CHM,ARTSC,CHM247H1,Intro Organic Chem II CHM247H1 -,Rousseaux,Sophie,Fall,2016,3.9,4.2,4.6,4.0,4.0,3.8,4.6,3.8,3.2,67.0,33,Intro Organic Chem II CHM247H1-F-LEC5101
CHM,ARTSC,CHM326H1,Intro Quan Mech Spec,Wilson,Mark,Fall,2016,4.2,4.2,4.6,4.3,4.3,4.2,4.7,3.2,4.2,27.0,18,Intro Quan Mech Spec CHM326H1-F-LEC0101
CHM,ARTSC,CHM327H1,Phys Chem Lab CHM327H1 -,Goh,M,Fall,2016,3.1,2.8,3.4,3.1,3.2,3.0,3.3,3.1,2.9,32.0,18,Phys Chem Lab CHM327H1-F-LEC0101
CHM,ARTSC,CHM338H1,Intermed Inorg Chem CHM338H1 -,Stephan,Douglas,Fall,2016,3.7,3.9,3.7,3.5,3.4,3.5,3.3,3.8,3.5,38.0,13,Intermed Inorg Chem CHM338H1-F-LEC0101
CHM,ARTSC,CHM342H1,Organic Synthesis CHM342H1 -,Batey,Robert,Fall,2016,4.1,4.1,4.1,3.9,3.7,3.4,4.2,4.2,3.5,54.0,23,Organic Synthesis CHM342H1-F-LEC0101
CHM,ARTSC,CHM347H1,Org Chem Biol Compds CHM347H1 -,Nitz,Mark,Fall,2016,4.4,4.5,4.6,4.5,4.1,3.9,4.7,3.5,4.1,48.0,19,Org Chem Biol Compds CHM347H1-F-LEC0101
CHM,ARTSC,CHM348H1,Organic Reaction Mec CHM348H1 -,Kluger,Ronald,Fall,2016,3.5,3.4,2.5,3.0,2.8,2.5,2.9,3.8,2.4,45.0,21,Organic Reaction Mec CHM348H1-F-LEC0101
CHM,ARTSC,CHM410H1,Analyt Environ Chem CHM410H1 -,D'eon,Jessica,Fall,2016,4.1,4.2,4.5,3.9,4.1,4.0,4.9,4.5,3.7,20.0,18,Analyt Environ Chem CHM410H1-F-LEC0101
CHM,ARTSC,CHM414H1,Bio & Chem Sensors CHM414H1 -,Thompson,Michael,Fall,2016,4.3,4.4,4.4,4.1,4.0,3.9,4.5,2.8,4.3,35.0,16,Bio & Chem Sensors CHM414H1-F-LEC0101
CHM,ARTSC,CHM417H1,Lab Instrumentation CHM417H1 -,Jockusch,Rebecca,Fall,2016,4.4,4.3,4.2,4.3,3.9,3.6,4.6,3.1,4.1,28.0,11,Lab Instrumentation CHM417H1-F-LEC0101
CHM,ARTSC,CHM426H1,Polymer Chemistry CHM426H1 -,Kumacheva,Eugenia,Fall,2016,3.8,4.3,3.7,3.9,4.1,3.9,3.8,2.9,3.8,27.0,12,Polymer Chemistry CHM426H1-F-LEC5101
CHM,ARTSC,CHM426H1,Polymer Chemistry CHM426H1 -,Winnik,Mitchell,Fall,2016,3.8,4.3,4.6,3.9,4.1,3.9,4.4,2.9,3.8,27.0,12,Polymer Chemistry CHM426H1-F-LEC5101
CHM,ARTSC,CHM432H1,Orgmet & Catalysis,Song,Datong,Fall,2016,3.7,3.5,3.0,4.3,3.5,3.2,2.7,3.2,3.7,12.0,7,Orgmet & Catalysis CHM432H1-F-LEC0101
CHM,ARTSC,CHM440H1,Synth Phrmct Agents CHM440H1 -,Yudin,Andrei,Fall,2016,4.4,4.3,4.4,3.8,3.8,3.9,4.3,2.9,4.0,20.0,9,Synth Phrmct Agents CHM440H1-F-LEC0101
CHM,ARTSC,CHM441H1,Org Spectr Analysis CHM441H1 -,Browning,Clive,Fall,2016,4.3,4.7,4.6,4.7,4.4,4.7,4.4,3.3,4.6,16.0,9,Org Spectr Analysis CHM441H1-F-LEC0101
CHM,ARTSC,CHM441H1,Org Spectr Analysis CHM441H1 -,Morra,Barbora,Fall,2016,4.3,4.7,4.9,4.7,4.4,4.7,4.9,3.3,4.6,16.0,9,Org Spectr Analysis CHM441H1-F-LEC0101
CHM,ARTSC,CHM310H1,Envir Chemistry,D'eon,Jessica,Winter,2016,3.8,3.8,4.3,3.5,3.5,3.5,4.4,3.8,3.6,94.0,54,Envir Chemistry CHM310H1-S-LEC0101
CHM,ARTSC,CHM437H1,Bio Inorganic Chem,Chin,Jik,Winter,2016,3.9,4.0,4.5,4.2,4.1,4.1,4.6,3.1,4.4,27.0,12,Bio Inorganic Chem CHM437H1-S-LEC0101
CHM,ARTSC,CHM379H1,Biomolec Chem,Woolley,G,Winter,2016,4.2,4.3,4.2,4.2,4.2,4.0,4.2,3.7,3.8,17.0,6,Biomolec Chem CHM379H1-S-LEC0101
CHM,ARTSC,CHM447H1,Bio-Organic Chem,Woolley,G,Winter,2016,4.3,4.3,4.2,3.6,4.1,4.0,4.0,2.9,4.0,30.0,9,Bio-Organic Chem CHM447H1-S-LEC0101
CHM,ARTSC,CHM479H1,Biol Chem,Nitz,Mark,Winter,2016,4.4,4.6,4.7,4.3,4.4,4.2,4.7,3.4,4.3,26.0,10,Biol Chem CHM479H1-S-LEC0101
CHM,ARTSC,CHM415H1,Atmospheric Chem,Murphy,Jennifer,Winter,2016,3.6,3.4,3.8,3.2,3.4,3.4,4.2,3.6,3.6,22.0,5,Atmospheric Chem CHM415H1-S-LEC0101
CHM,ARTSC,CHM410H1,Analyt Environ Chem CHM410H1 -,D'eon,Jessica,Winter,2016,4.3,4.4,4.6,3.9,3.8,3.9,4.9,4.1,4.3,19.0,12,Analyt Environ Chem CHM410H1-S-LEC0101
CHM,ARTSC,CHM139H1,Chem Physical Princ CHM139H1 -,Goh,M,Winter,2016,3.6,3.8,3.3,3.5,3.5,3.2,3.6,3.8,3.3,369.0,201,Chem Physical Princ CHM139H1-S-LEC0101
CHM,ARTSC,CHM139H1,Chem Physical Princ CHM139H1 -,Quinlan,Kristine,Winter,2016,3.6,3.8,4.2,3.5,3.5,3.2,4.0,3.8,3.3,369.0,201,Chem Physical Princ CHM139H1-S-LEC0101
CHM,ARTSC,CHM139H1,Chem Physical Princ CHM139H1 -,Segal,Dvira,Winter,2016,3.6,3.8,3.1,3.5,3.5,3.2,3.1,3.8,3.3,369.0,201,Chem Physical Princ CHM139H1-S-LEC0101
CHM,ARTSC,CHM139H1,Chem Physical Princ CHM139H1 -,Goh,M,Winter,2016,3.4,3.6,3.2,3.4,3.4,3.0,3.5,3.8,3.1,398.0,204,Chem Physical Princ CHM139H1-S-LEC0201
CHM,ARTSC,CHM139H1,Chem Physical Princ CHM139H1 -,Quinlan,Kristine,Winter,2016,3.4,3.6,4.1,3.4,3.4,3.0,4.0,3.8,3.1,398.0,204,Chem Physical Princ CHM139H1-S-LEC0201
CHM,ARTSC,CHM139H1,Chem Physical Princ CHM139H1 -,Segal,Dvira,Winter,2016,3.4,3.6,2.8,3.4,3.4,3.0,2.9,3.8,3.1,398.0,204,Chem Physical Princ CHM139H1-S-LEC0201
CHM,ARTSC,CHM139H1,Chem Physical Princ CHM139H1 -,Mirkovic,Tihana,Winter,2016,3.6,3.8,3.7,3.6,3.7,3.4,3.8,3.8,3.5,167.0,88,Chem Physical Princ CHM139H1-S-LEC5101
CHM,ARTSC,CHM139H1,Chem Physical Princ CHM139H1 -,Quinlan,Kristine,Winter,2016,3.6,3.8,4.3,3.6,3.7,3.4,4.2,3.8,3.5,167.0,88,Chem Physical Princ CHM139H1-S-LEC5101
CHM,ARTSC,CHM151Y1,Chemistry: Molec Sci CHM151Y1 -,Stephan,Douglas,Winter,2016,4.2,4.4,4.1,3.8,3.7,3.8,4.2,3.7,4.1,115.0,38,Chemistry: Molec Sci CHM151Y1-Y-LEC0101
CHM,ARTSC,CHM151Y1,Chemistry: Molec Sci CHM151Y1 -,Walker,Gilbert,Winter,2016,4.2,4.4,4.0,3.8,3.7,3.8,4.2,3.7,4.1,115.0,38,Chemistry: Molec Sci CHM151Y1-Y-LEC0101
CHM,ARTSC,CHM138H1,Intro Org Chemistry I CHM138H1 -,Thavarajah,Nirusha,Summer,2016,3.8,4.1,4.3,3.8,3.9,3.7,,,,232.0,136,Intro Org Chemistry I CHM138H1-F-LEC0101
CHM,ARTSC,CHM139H1,Chem Physical Princ CHM139H1 -,Staikova,Mima,Summer,2016,3.0,3.0,2.6,2.7,2.4,2.4,2.8,4.1,2.3,141.0,59,Chem Physical Princ CHM139H1-S-LEC0101
CHM,ARTSC,CHM220H1,Phys Chem Life Sci CHM220H1 -,Mirkovic,Tihana,Summer,2016,3.8,3.7,4.0,3.6,3.6,3.5,,,,96.0,32,Phys Chem Life Sci CHM220H1-F-LEC0101
CHM,ARTSC,CHM247H1,Intro Organic Chem II CHM247H1 -,Morra,Barbora,Summer,2016,4.3,4.5,4.8,4.2,4.3,4.3,4.7,4.1,3.8,86.0,34,Intro Organic Chem II CHM247H1-S-LEC0101
CHM,ARTSC,CHM135H1,Chemistry: Physical Properties,Quinlan,Kristine,Winter,2017,3.6,3.73,4.22,3.63,3.59,3.26,4.25,3.81,3.17,358.0,266,Chemistry: Physical PropertiesCHM135H1-S-LEC0101
CHM,ARTSC,CHM135H1,Chemistry: Physical Properties,Segal,Dvira,Winter,2017,3.6,3.73,3.36,3.63,3.59,3.26,3.48,3.81,3.17,358.0,266,Chemistry: Physical PropertiesCHM135H1-S-LEC0101
CHM,ARTSC,CHM135H1,Chemistry: Physical Properties,Walker,Gilbert,Winter,2017,3.6,3.73,3.76,3.63,3.59,3.26,3.76,3.81,3.17,358.0,266,Chemistry: Physical PropertiesCHM135H1-S-LEC0101
CHM,ARTSC,CHM135H1,Chemistry: Physical Properties,Quinlan,Kristine,Winter,2017,3.7,3.8,4.3,3.7,3.6,3.5,4.3,3.8,3.2,248.0,166,Chemistry: Physical PropertiesCHM135H1-S-LEC0201
CHM,ARTSC,CHM135H1,Chemistry: Physical Properties,Segal,Dvira,Winter,2017,3.7,3.8,3.4,3.7,3.6,3.5,3.5,3.8,3.2,248.0,166,Chemistry: Physical PropertiesCHM135H1-S-LEC0201
CHM,ARTSC,CHM135H1,Chemistry: Physical Properties,Walker,Gilbert,Winter,2017,3.7,3.8,3.8,3.7,3.6,3.5,3.8,3.8,3.2,248.0,166,Chemistry: Physical PropertiesCHM135H1-S-LEC0201
CHM,ARTSC,CHM135H1,Chemistry: Physical Properties,Quinlan,Kristine,Winter,2017,3.7,4.0,4.5,3.7,3.5,3.8,4.5,3.7,3.5,80.0,46,Chemistry: Physical PropertiesCHM135H1-S-LEC5101
CHM,ARTSC,CHM136H1,Intro Organic Chemistry I,Browning,Clive,Winter,2017,3.78,3.78,4.01,3.1,2.98,2.84,4.11,4.03,2.74,431.0,312,Intro Organic Chemistry I CHM136H1-S-LEC0101
CHM,ARTSC,CHM136H1,Intro Organic Chemistry I,Kluger,Ronald,Winter,2017,3.78,3.78,2.55,3.1,2.98,2.84,2.81,4.03,2.74,431.0,312,Intro Organic Chemistry I CHM136H1-S-LEC0101
CHM,ARTSC,CHM136H1,Intro Organic Chemistry I,Browning,Clive,Winter,2017,3.8,3.9,4.1,3.1,3.0,2.9,4.3,4.0,2.8,258.0,166,Intro Organic Chemistry I CHM136H1-S-LEC0201
CHM,ARTSC,CHM136H1,Intro Organic Chemistry I,Kluger,Ronald,Winter,2017,3.8,3.9,2.6,3.1,3.0,2.9,2.9,4.0,2.8,258.0,166,Intro Organic Chemistry I CHM136H1-S-LEC0201
CHM,ARTSC,CHM151Y1,Chemistry: Molec Sci CHM151Y1 -,Dhirani,Al-Amin,Winter,2017,4.1,4.3,4.0,3.9,4.1,3.9,4.0,3.6,4.0,99.0,67,Chemistry: Molec Sci CHM151Y1-Y-LEC0101
CHM,ARTSC,CHM151Y1,Chemistry: Molec Sci CHM151Y1 -,Stephan,Douglas,Winter,2017,4.1,4.3,3.9,3.9,4.1,3.9,3.9,3.6,4.0,99.0,67,Chemistry: Molec Sci CHM151Y1-Y-LEC0101
CHM,ARTSC,CHM223H1,Phys Chem Molec Viewpoint,Segal,Dvira,Winter,2017,4.1,4.0,4.0,4.0,4.1,3.9,4.1,3.0,3.8,91.0,45,Phys Chem Molec Viewpoint CHM223H1-S-LEC0101
CHM,ARTSC,CHM238Y1,Intro Inorg Chem,Ozin,Geoffrey,Winter,2017,3.8,3.8,3.9,3.0,3.2,3.0,4.2,4.0,2.9,73.0,37,Intro Inorg Chem CHM238Y1-Y-LEC0101
CHM,ARTSC,CHM238Y1,Intro Inorg Chem,Song,Datong,Winter,2017,3.8,3.8,3.7,3.0,3.2,3.0,3.6,4.0,2.9,73.0,37,Intro Inorg Chem CHM238Y1-Y-LEC0101
CHM,ARTSC,CHM247H1,Intro Organic Chem II CHM247H1 -,Dicks,Andrew,Winter,2017,4.0,4.1,4.6,3.7,3.7,3.5,4.5,4.1,3.1,340.0,194,Intro Organic Chem II CHM247H1-S-LEC0101
CHM,ARTSC,CHM247H1,Intro Organic Chem II CHM247H1 -,Nitz,Mark,Winter,2017,4.0,4.1,4.1,3.7,3.7,3.5,4.1,4.1,3.1,340.0,194,Intro Organic Chem II CHM247H1-S-LEC0101
CHM,ARTSC,CHM247H1,Intro Organic Chem II CHM247H1 -,Winnik,Mitchell,Winter,2017,4.0,4.1,4.0,3.7,3.7,3.5,4.2,4.1,3.1,340.0,194,Intro Organic Chem II CHM247H1-S-LEC0101
CHM,ARTSC,CHM247H1,Intro Organic Chem II CHM247H1 -,Dicks,Andrew,Winter,2017,4.3,4.3,4.7,4.0,3.9,3.7,4.5,4.1,3.5,137.0,69,Intro Organic Chem II CHM247H1-S-LEC0201
CHM,ARTSC,CHM247H1,Intro Organic Chem II CHM247H1 -,Nitz,Mark,Winter,2017,4.3,4.3,4.3,4.0,3.9,3.7,4.3,4.1,3.5,137.0,69,Intro Organic Chem II CHM247H1-S-LEC0201
CHM,ARTSC,CHM247H1,Intro Organic Chem II CHM247H1 -,Winnik,Mitchell,Winter,2017,4.3,4.3,4.3,4.0,3.9,3.7,4.5,4.1,3.5,137.0,69,Intro Organic Chem II CHM247H1-S-LEC0201
CHM,ARTSC,CHM249H1,Organic Chemistry,Morra,Nicholas,Winter,2017,4.3,4.4,4.6,4.2,4.1,4.1,4.5,3.5,4.1,67.0,43,Organic Chemistry CHM249H1-S-LEC0101
CHM,ARTSC,CHM249H1,Organic Chemistry,Yudin,Andrei,Winter,2017,4.3,4.4,4.6,4.2,4.1,4.1,4.6,3.5,4.1,67.0,43,Organic Chemistry CHM249H1-S-LEC0101
CHM,ARTSC,CHM310H1,Envir Chemistry,D'eon,Jessica,Winter,2017,4.0,4.2,4.6,4.3,4.2,4.1,4.7,3.5,4.0,71.0,46,Envir Chemistry CHM310H1-S-LEC0101
CHM,ARTSC,CHM317H1,Intro Instr Analysis,Jockusch,Rebecca,Winter,2017,4.4,4.6,4.3,4.0,4.0,4.0,4.5,4.5,3.9,25.0,10,Intro Instr Analysis CHM317H1-S-LEC0101
